equipo_ganador,equipo_primera_sangre,asesinatos_dif,asistencias_dif,oro_dif,nivel_dif,minions_dif,torretas_dif,dragones_dif,heraldos_dif
1,0,0,1,705,0.0,-16,0,-1,1
0,1,0,-2,1814,0.0,57,1,-1,1
1,0,-2,0,-1053,-0.40000000000000036,-18,0,1,0
1,1,-7,-6,-4395,-1.0,-9,-1,-1,-1
0,0,5,3,3129,0.20000000000000018,34,0,-1,0
1,1,-7,-7,-4666,-0.6000000000000005,-19,-1,-1,1
1,1,-2,-2,599,0.20000000000000018,52,0,0,1
1,1,-4,-7,-2528,-0.20000000000000018,6,0,-1,0
0,0,1,3,1283,0.20000000000000018,31,0,-1,0
0,0,5,6,2929,0.20000000000000018,40,0,1,0
0,0,-1,-4,2638,0.6000000000000005,28,1,0,1
1,1,-6,-5,-4158,-0.8000000000000007,-49,0,-1,-1
1,0,-1,4,-355,-0.40000000000000036,23,0,0,1
0,0,5,7,3161,0.40000000000000036,31,0,1,0
0,0,7,0,2875,0.40000000000000036,11,0,1,1
0,0,3,-1,3363,0.39999999999999947,42,0,-1,0
1,0,2,5,6,0.20000000000000018,-46,0,1,-1
1,1,-3,-5,-2574,0.0,19,-1,0,0
0,1,-1,0,-428,-0.20000000000000018,22,0,-1,-1
0,0,6,3,1866,-0.40000000000000036,-34,0,1,0
0,0,5,-3,1902,0.7999999999999998,32,0,0,1
1,1,-1,-1,-1375,-0.5999999999999996,-2,0,-1,0
0,1,5,5,2585,0.7999999999999998,0,0,1,1
1,1,-4,0,-2353,-0.40000000000000036,-24,0,-1,-1
1,0,-1,-2,-279,-0.20000000000000018,-14,0,1,0
1,1,-9,-2,-2917,-0.20000000000000018,11,0,-1,-1
1,0,-9,-8,-3783,-0.6000000000000005,-1,0,-1,0
1,1,0,1,-103,0.20000000000000018,45,-1,-1,-1
0,1,0,0,-1345,-0.40000000000000036,-20,0,1,0
0,0,-2,-1,-1115,-0.20000000000000018,-15,0,-1,0
1,1,-3,0,-1711,-0.40000000000000036,-13,0,-1,0
0,0,4,3,1221,0.0,16,0,0,0
1,1,-6,-7,-2461,-0.40000000000000036,18,0,-1,0
1,0,0,0,2100,0.40000000000000036,9,1,1,1
1,0,-1,-6,823,0.5999999999999996,55,0,0,-1
1,1,-2,2,-488,-0.20000000000000018,25,0,-1,1
0,0,6,4,2093,0.6000000000000005,-6,0,1,0
0,0,5,6,3364,0.5999999999999996,4,0,-1,0
0,0,5,7,3356,0.6000000000000005,34,0,1,0
0,1,5,3,1992,0.6000000000000005,1,0,-1,0
1,0,-4,-4,-1198,-0.20000000000000018,7,0,0,-1
1,1,-4,-5,-2415,-0.20000000000000018,-9,0,-1,0
0,0,6,6,2265,0.40000000000000036,6,0,0,0
0,0,3,3,2708,0.6000000000000005,8,0,1,-1
1,0,-4,-12,-2558,-0.7999999999999998,-13,0,-1,1
1,1,-1,-3,-294,0.0,-5,0,0,-1
0,0,5,9,4692,0.8000000000000007,23,0,1,0
1,1,-1,0,-1222,-0.20000000000000018,-9,0,1,0
0,1,-3,3,-1107,-0.40000000000000036,3,0,1,0
1,1,-4,-6,-3179,-0.39999999999999947,-35,0,-1,0
0,0,11,4,5565,1.2000000000000002,61,0,-1,1
0,0,3,4,1863,0.0,-4,0,-1,0
1,0,-6,-1,-4179,-1.0,-53,0,0,-1
0,0,-2,-1,-923,0.20000000000000018,-1,0,1,0
1,1,-3,-2,-1910,-0.6000000000000005,-27,0,0,0
0,0,6,7,4061,0.8000000000000007,38,0,0,-1
0,0,2,3,-480,0.0,-43,0,-1,0
1,0,-3,-4,-2243,-1.1999999999999993,-27,0,1,0
1,0,2,1,443,-0.40000000000000036,-20,0,-1,0
0,1,2,7,354,0.20000000000000018,-4,0,0,0
0,0,1,-2,-363,0.0,9,0,-1,0
1,1,3,2,2459,0.40000000000000036,8,1,-1,1
0,0,1,-1,-216,0.20000000000000018,-23,0,1,0
1,1,-5,-6,-3585,-0.40000000000000036,-49,0,-1,0
0,1,-5,-6,-2778,-0.5999999999999996,1,0,-1,-1
1,1,-3,-1,-2450,-0.20000000000000018,-14,0,1,0
0,1,-1,-1,-330,0.20000000000000018,-13,0,0,-1
1,1,5,7,2279,0.7999999999999998,5,0,1,0
1,1,1,3,-1694,-0.20000000000000018,-15,-1,-1,-1
0,1,2,8,709,0.20000000000000018,27,0,0,0
1,1,-8,-8,-6871,-1.4000000000000004,-34,-1,-1,0
0,1,0,-3,987,0.40000000000000036,46,0,-1,0
0,0,2,7,145,0.0,-30,0,0,1
1,1,-7,-8,-3975,-0.7999999999999998,-31,0,0,0
0,0,1,-2,683,0.40000000000000036,18,0,1,0
1,1,-3,-4,-1674,0.0,-31,0,-1,0
0,1,3,3,1630,0.20000000000000018,1,0,1,0
0,1,0,-5,-848,0.0,24,0,-1,0
1,0,-3,0,217,0.20000000000000018,21,0,1,0
1,0,4,-2,3224,0.5999999999999996,61,0,0,0
1,1,-9,-8,-6973,-1.0,-104,-1,-1,0
1,0,-2,0,-1726,-0.20000000000000018,-3,-1,0,-1
0,1,1,-3,1289,1.0,29,0,1,1
1,0,-5,-8,-3201,-0.7999999999999998,-32,0,1,0
1,0,-1,0,-1313,-0.40000000000000036,-34,0,1,0
0,0,10,10,5269,0.6000000000000005,56,0,0,0
1,1,-7,-7,-5354,-1.0,-49,0,-1,0
1,1,-2,1,-1949,-0.40000000000000036,-34,0,1,0
0,1,-1,-4,-1318,0.40000000000000036,-29,0,1,0
0,1,7,14,3098,0.5999999999999996,24,0,1,0
1,1,-5,-3,-2809,-0.39999999999999947,-19,0,1,0
1,1,0,-3,-108,-0.5999999999999996,12,0,1,-1
1,1,-6,-3,-3318,-0.7999999999999998,-31,0,-1,-1
1,1,-8,-11,-4093,-0.7999999999999998,-31,0,-1,0
0,0,-2,-1,-854,-0.20000000000000018,-37,0,-1,-1
0,0,-5,-2,-1891,-0.20000000000000018,-19,0,0,1
0,0,11,10,5872,1.2000000000000002,34,1,0,0
0,0,4,4,3713,0.8000000000000007,16,0,1,-1
0,0,5,8,3149,0.40000000000000036,-4,0,1,1
0,0,9,5,4263,0.6000000000000005,29,0,0,-1
0,0,4,4,2896,0.7999999999999998,34,0,0,0
0,0,4,5,2216,0.40000000000000036,7,0,1,0
0,0,3,1,530,0.0,-52,0,1,0
0,0,1,4,-729,0.0,4,0,1,0
0,1,7,9,5885,1.0,85,0,1,0
1,0,5,7,2607,0.20000000000000018,13,0,1,0
1,0,5,5,1952,0.40000000000000036,7,0,-1,0
1,1,-5,-15,-1726,-0.7999999999999998,7,0,-1,0
0,0,2,0,996,0.20000000000000018,-1,0,-1,0
1,1,-5,-6,-4715,-0.8000000000000007,-30,-1,-1,-1
1,1,0,5,928,0.0,-4,0,-1,0
1,1,-3,2,-1514,0.0,-15,0,-1,0
1,1,-1,-3,-281,0.20000000000000018,1,0,0,0
0,1,1,-2,-438,0.0,36,0,1,0
1,1,-1,0,-579,-0.20000000000000018,-5,0,-1,0
0,0,8,5,3579,0.20000000000000018,53,0,-1,0
1,1,-1,-1,-1241,0.0,-10,0,0,-1
0,1,2,5,727,-0.20000000000000018,31,0,0,0
0,0,-2,-2,-972,-0.40000000000000036,8,0,1,0
1,1,-3,-5,-1086,0.20000000000000018,6,0,-1,-1
0,0,-2,-1,-2200,-0.6000000000000005,-28,0,-1,-1
0,0,2,5,481,0.20000000000000018,-17,0,1,0
0,0,4,1,4612,0.40000000000000036,32,1,1,0
1,0,1,2,1506,0.0,34,0,-1,1
0,0,5,7,2090,0.0,-21,0,1,0
1,1,0,5,-2579,-1.0,-108,0,0,-1
0,0,4,5,1723,0.40000000000000036,-3,0,1,-1
1,0,0,-3,559,-0.20000000000000018,18,0,-1,1
1,1,-5,-8,-3346,-0.6000000000000005,8,0,-1,-1
1,0,-2,3,785,0.0,34,0,1,1
1,1,-2,-2,-439,0.8000000000000007,-27,0,-1,-1
1,1,-6,-6,-4416,-1.0,-49,0,-1,0
1,0,-6,-7,-4523,-1.0,-50,0,-1,0
1,1,-5,-6,-3447,-0.6000000000000005,-56,0,1,-1
0,0,3,2,2145,0.20000000000000018,-8,0,1,0
1,1,1,1,577,0.40000000000000036,11,0,-1,0
1,0,-5,-2,-1883,-0.20000000000000018,-17,0,-1,1
1,1,-6,-2,-3608,-1.2000000000000002,-65,0,0,0
1,1,-6,-7,-4690,-0.8000000000000007,-53,0,-1,0
0,0,1,3,1705,-0.20000000000000018,18,0,-1,0
1,0,7,9,2417,0.40000000000000036,39,0,-1,0
1,0,3,6,617,0.20000000000000018,-32,0,1,1
0,0,4,4,2861,0.6000000000000005,5,0,-1,0
0,1,-1,-3,503,0.0,17,1,1,1
1,0,-3,0,-1679,-0.7999999999999998,0,0,-1,-1
1,0,6,10,2361,0.40000000000000036,-44,0,1,0
0,0,9,8,4932,1.2000000000000002,34,0,1,0
0,0,4,3,1310,-0.20000000000000018,5,0,-1,0
1,0,-5,-8,-2314,-0.40000000000000036,-24,0,1,0
0,1,-1,6,-153,0.20000000000000018,-37,0,1,0
1,0,-4,-7,-2186,-0.40000000000000036,-3,0,-1,0
1,1,-3,-7,-1567,0.5999999999999996,5,0,0,0
1,0,-2,-5,-2139,-0.6000000000000005,-6,0,-1,0
0,0,2,4,487,-0.40000000000000036,-29,0,1,-1
0,1,-2,-8,-860,-0.20000000000000018,9,0,-1,1
1,1,2,0,786,0.40000000000000036,6,0,1,0
1,0,-6,-6,-1757,-0.20000000000000018,20,0,-1,-1
0,1,-1,-1,-1067,-0.40000000000000036,-16,0,-1,0
0,0,7,9,3354,0.40000000000000036,-1,0,1,0
1,1,1,2,419,0.39999999999999947,-29,0,-1,0
1,1,4,7,1131,0.40000000000000036,-2,0,1,0
1,0,1,2,1151,0.20000000000000018,11,0,1,-1
0,1,-1,1,-1206,-0.20000000000000018,-52,0,-1,0
1,1,-5,-4,-1620,-0.40000000000000036,21,0,0,0
0,1,2,3,731,0.20000000000000018,20,0,-1,0
0,0,0,2,1182,0.20000000000000018,24,0,0,0
1,1,-1,-2,-2155,-0.20000000000000018,-15,0,0,-1
0,0,-2,-4,-792,0.20000000000000018,-1,0,0,0
1,0,-1,-2,-635,-0.7999999999999998,0,0,0,0
0,0,8,10,3711,0.5999999999999996,-14,0,1,0
0,0,2,3,2387,0.6000000000000005,41,0,1,0
0,0,8,8,4060,0.7999999999999998,-14,0,0,0
0,0,7,11,4910,0.6000000000000005,35,1,-1,1
0,0,-2,-4,-686,-0.20000000000000018,29,0,1,0
1,0,1,1,1066,0.0,8,0,0,0
0,0,6,9,3880,0.5999999999999996,35,0,0,0
0,1,0,0,297,0.5999999999999996,-20,0,0,0
0,1,-2,-5,334,-0.20000000000000018,40,0,-1,0
0,0,1,-4,267,0.0,13,0,1,0
1,1,3,5,178,0.6000000000000005,-17,0,0,1
0,1,-1,-2,-845,-0.40000000000000036,34,0,-1,0
1,1,-5,-3,-2482,-0.40000000000000036,-57,0,-1,0
1,0,-2,-5,-1370,-0.40000000000000036,-41,0,-1,1
0,0,-4,-3,-3736,-0.7999999999999998,-11,-1,1,-1
1,1,3,3,1233,0.0,32,0,-1,-1
0,0,8,7,3650,0.7999999999999998,-5,0,1,1
1,0,3,-1,1767,0.0,16,0,1,0
0,0,2,5,632,0.0,-14,0,1,0
1,1,1,1,147,0.40000000000000036,3,0,-1,0
1,0,-3,-1,-2332,-0.5999999999999996,-28,0,0,0
1,1,-4,-2,-1179,0.0,22,0,0,0
0,0,5,4,2352,0.20000000000000018,2,0,0,0
1,1,-1,4,-932,0.0,-31,0,-1,-1
0,0,2,2,1361,0.20000000000000018,23,0,1,0
0,1,0,-4,-268,0.20000000000000018,-17,0,0,0
1,1,3,7,124,-0.20000000000000018,-7,0,-1,-1
1,0,-1,-3,-721,-0.20000000000000018,-17,0,-1,0
1,1,1,0,-1464,0.0,-37,0,1,0
0,0,2,2,1753,0.40000000000000036,15,0,-1,1
1,1,-9,-11,-4374,-0.5999999999999996,-4,0,0,0
1,0,-2,-3,194,0.0,16,0,-1,0
0,0,0,2,-973,-0.40000000000000036,-42,0,0,0
0,1,3,2,1550,0.40000000000000036,42,0,-1,0
0,1,4,6,2504,0.39999999999999947,-4,0,1,0
1,0,0,3,-373,-0.20000000000000018,-15,0,-1,0
1,1,-7,-10,-4479,-0.5999999999999996,-39,0,0,0
1,1,-7,-6,-2789,-0.20000000000000018,-21,0,-1,0
1,0,1,1,525,0.20000000000000018,1,0,1,0
1,1,-6,-7,-4094,-0.6000000000000005,-51,0,1,0
0,0,7,5,5229,1.0,51,0,-1,1
1,0,0,-1,-516,0.0,0,0,-1,0
0,0,-1,1,-429,-0.20000000000000018,-34,0,-1,1
1,1,-1,-3,695,0.20000000000000018,38,0,1,0
1,1,1,-4,750,0.6000000000000005,10,0,0,0
0,1,2,5,1076,-0.6000000000000005,20,0,0,1
1,1,-8,-9,-3559,-0.40000000000000036,8,0,0,0
0,1,5,4,3332,0.5999999999999996,26,0,1,0
1,0,2,-1,1104,-0.20000000000000018,33,0,-1,0
1,1,-3,6,-1428,-0.40000000000000036,23,-1,-1,-1
0,1,2,3,1156,0.20000000000000018,21,0,0,0
1,0,2,4,1319,0.20000000000000018,21,0,-1,0
1,1,-2,-1,-1157,0.0,23,0,0,-1
1,1,-2,-2,-1968,-0.20000000000000018,-25,0,1,0
1,0,1,-4,479,0.0,-31,0,0,0
0,0,-2,-2,-564,-0.40000000000000036,-17,0,-1,0
0,0,7,6,3110,0.0,20,0,-1,0
1,0,-3,3,-964,-0.20000000000000018,18,0,0,0
1,0,0,-2,1140,0.0,10,0,-1,1
1,1,-4,-5,-2181,-0.40000000000000036,-24,0,-1,0
1,1,-8,-9,-3911,-0.6000000000000005,-47,0,-1,-1
0,0,3,9,1697,0.0,-77,0,-1,0
1,1,-9,-5,-6124,-0.5999999999999996,-15,0,-1,0
1,1,-5,-8,-1603,0.0,-14,0,-1,0
1,0,-1,0,-930,0.0,-17,0,-1,0
1,1,-6,1,-5181,-1.2000000000000002,-99,-1,-1,-1
0,0,3,4,2666,0.20000000000000018,15,1,0,-1
0,0,3,5,4520,1.8000000000000007,48,0,1,1
0,0,4,3,1524,0.5999999999999996,-3,0,-1,0
1,0,-4,-11,-622,-0.6000000000000005,-7,0,-1,1
1,1,-1,-3,-2025,-0.20000000000000018,4,-1,0,-1
1,1,-5,-4,-2276,-0.39999999999999947,-5,0,-1,0
0,1,0,2,908,0.0,26,0,-1,-1
0,0,3,5,1606,0.39999999999999947,16,0,0,0
1,0,-1,-3,726,0.0,12,0,0,0
1,0,-7,-8,-5048,-1.1999999999999993,-49,0,-1,0
1,1,0,-3,544,0.40000000000000036,21,0,1,0
1,1,-2,-3,-1313,0.0,-21,0,-1,-1
1,1,-1,-5,-33,-0.40000000000000036,8,0,1,1
1,1,-7,-11,-4405,-0.7999999999999998,-20,0,-1,0
0,1,5,9,3440,0.7999999999999998,18,0,1,0
1,0,0,-3,-325,0.0,-45,0,0,0
0,0,-1,-1,-1314,0.20000000000000018,-39,0,-1,1
1,1,-5,-6,-1724,-0.40000000000000036,23,0,-1,1
0,1,7,7,3854,0.8000000000000007,31,0,1,0
0,0,0,-1,234,0.0,-2,0,1,0
1,0,-10,-4,-4202,-0.7999999999999998,-49,0,1,0
0,1,0,4,832,0.20000000000000018,26,0,-1,1
1,1,-1,-2,-1207,-0.5999999999999996,-15,0,0,0
0,1,5,6,4453,0.0,41,1,1,0
0,0,4,7,1306,0.20000000000000018,-9,0,1,0
1,0,-3,1,-1063,-0.40000000000000036,-15,0,-1,0
0,0,9,11,5148,0.40000000000000036,24,0,-1,1
0,0,8,9,4217,0.20000000000000018,45,1,1,0
0,0,10,9,5372,0.7999999999999998,64,0,1,1
1,0,-2,2,-752,-0.20000000000000018,-4,0,-1,-1
0,0,3,5,2161,0.5999999999999996,24,0,-1,0
0,0,8,7,7761,1.5999999999999996,78,3,1,1
0,0,5,-2,2647,0.8000000000000007,24,0,0,1
0,1,3,2,986,0.0,-26,0,1,1
0,1,-3,-4,-2393,-0.20000000000000018,14,0,-1,1
1,0,0,-2,-347,-0.40000000000000036,-21,0,1,0
0,1,2,-2,-435,0.20000000000000018,-35,0,-1,1
1,1,-4,-2,-4790,-0.6000000000000005,-40,-1,1,1
0,0,9,8,5525,0.7999999999999998,26,0,1,0
1,1,-1,2,17,-0.40000000000000036,48,0,-1,0
1,1,3,-2,2782,0.5999999999999996,44,0,-1,1
1,1,2,7,-58,0.0,-46,0,-1,0
1,1,-5,-8,-2637,-0.20000000000000018,-35,0,-1,0
0,0,4,6,3206,0.5999999999999996,43,0,0,1
0,1,12,16,4531,0.6000000000000005,-11,0,1,0
1,0,0,-2,-2083,-0.7999999999999998,-37,-1,1,0
0,1,-2,-5,-1327,-0.40000000000000036,-7,0,-1,0
0,0,0,5,359,-0.20000000000000018,-3,0,1,0
0,0,-2,-3,-2272,-0.6000000000000005,3,0,-1,1
0,0,-2,-2,-680,0.20000000000000018,-14,0,1,0
1,0,2,5,482,-0.20000000000000018,-23,0,1,0
1,0,-5,-5,-3268,-0.7999999999999998,-21,0,1,1
0,0,2,1,1902,0.20000000000000018,27,0,1,0
1,1,-6,-11,-3784,-1.2000000000000002,-27,0,-1,0
0,1,7,8,2474,0.6000000000000005,0,0,0,0
1,0,-9,-7,-3678,-1.0,-28,0,-1,0
1,0,6,9,2537,0.40000000000000036,7,0,-1,0
0,0,2,2,1490,0.5999999999999996,-13,0,1,0
1,1,-4,-6,-3840,-0.7999999999999998,-40,0,1,-1
0,0,6,10,1377,-0.20000000000000018,-47,0,1,0
0,0,5,7,4957,0.7999999999999998,64,0,1,0
1,1,-2,-1,-1337,-0.20000000000000018,0,0,-1,-1
0,1,-4,-3,-2871,-0.8000000000000007,-40,0,-1,0
1,1,0,0,-1271,-0.20000000000000018,-34,0,0,0
0,1,-3,-2,-1163,0.0,-3,0,0,-1
1,0,-2,-3,-833,-0.20000000000000018,-60,0,0,-1
1,1,-7,-12,-2686,-0.6000000000000005,3,0,-1,0
0,0,3,3,486,0.20000000000000018,-10,0,1,0
0,0,2,1,1441,0.40000000000000036,53,0,0,0
1,1,2,5,192,-0.39999999999999947,-6,0,-1,-1
1,1,6,5,3462,0.7999999999999998,29,0,-1,1
1,0,-3,-8,-892,-0.20000000000000018,32,0,-1,0
0,0,4,8,3290,0.20000000000000018,0,0,1,1
0,1,1,2,254,0.0,29,0,-1,0
1,1,-2,1,-1823,-0.40000000000000036,-41,0,-1,0
0,0,1,0,962,-0.40000000000000036,-46,1,-1,1
1,0,-4,-3,-2478,-0.40000000000000036,-21,0,1,0
0,1,-2,-4,-99,0.40000000000000036,12,0,0,0
0,0,-5,-8,-2003,-0.20000000000000018,-3,0,0,0
1,0,0,0,316,0.0,17,0,-1,1
1,0,1,-2,-908,-0.40000000000000036,-27,0,0,0
1,1,-6,0,-1943,-0.40000000000000036,-2,0,-1,0
0,1,-3,-2,-1548,-0.40000000000000036,2,0,-1,-1
1,1,-5,1,-1966,-0.6000000000000005,-6,0,-1,0
0,1,1,0,-169,0.0,-14,0,1,0
1,1,-7,-3,-1587,-0.20000000000000018,-52,0,-1,0
1,1,-1,-1,-355,-0.40000000000000036,9,0,1,0
0,0,1,3,-1576,-0.20000000000000018,-64,0,-1,0
1,0,2,7,482,-0.7999999999999998,-29,0,0,-1
0,0,1,1,938,0.20000000000000018,19,0,1,-1
1,1,-3,-2,-360,0.0,16,0,-1,0
0,0,-2,5,-1973,-0.40000000000000036,-19,0,0,0
0,0,6,5,4864,0.20000000000000018,38,1,0,1
0,1,5,9,2543,0.20000000000000018,40,0,1,0
0,0,-4,-3,-2296,0.20000000000000018,-47,0,-1,1
1,0,2,2,954,0.40000000000000036,0,0,-1,0
1,1,1,3,1063,0.20000000000000018,-6,1,-1,1
0,0,10,16,7404,1.0,56,2,1,0
0,0,5,4,3642,1.0,63,0,1,0
0,0,-1,1,-847,0.0,-28,0,-1,0
0,1,-1,-6,376,-0.20000000000000018,23,0,-1,-1
1,0,-1,-6,-1469,-0.20000000000000018,-43,0,1,1
1,0,2,4,1295,-0.40000000000000036,-15,0,-1,1
1,1,-2,1,-1243,-0.39999999999999947,-49,0,-1,0
0,1,-7,-11,-3426,-0.39999999999999947,-8,0,1,0
0,0,6,2,2455,0.20000000000000018,10,0,0,0
0,1,5,8,1926,0.6000000000000005,14,0,0,0
1,1,-5,-3,-2865,-0.20000000000000018,-38,0,1,0
1,0,-1,1,-1154,-0.40000000000000036,2,0,1,0
0,1,-1,-3,-1860,-0.1999999999999993,-20,0,-1,0
0,0,3,5,2331,-0.20000000000000018,33,0,1,0
0,1,0,1,-444,0.0,-18,0,0,-1
1,1,-4,-10,-3014,-0.1999999999999993,-65,0,1,0
0,0,6,8,4377,0.40000000000000036,3,0,0,0
0,0,5,7,2030,0.40000000000000036,-16,0,0,0
0,1,1,0,884,0.40000000000000036,30,0,-1,0
1,1,-5,-7,-1406,-0.20000000000000018,24,0,0,0
1,1,-4,-6,-4259,-0.8000000000000007,-71,0,-1,0
0,0,4,7,3909,0.6000000000000005,33,0,1,0
0,0,2,7,2339,0.40000000000000036,18,0,1,0
1,1,-3,-1,-1187,-0.40000000000000036,-17,0,-1,1
0,0,-2,2,-1314,0.0,-17,0,-1,0
0,0,2,2,123,0.20000000000000018,-26,-1,0,-1
1,1,-4,-3,-2964,-0.6000000000000005,-16,0,-1,-1
1,1,-9,-10,-7089,-0.6000000000000005,-41,-1,0,0
1,0,5,8,2534,0.20000000000000018,15,0,0,0
1,1,-10,-10,-6966,-1.1999999999999993,-68,-1,0,-1
1,1,-7,-5,-3283,-0.20000000000000018,18,0,0,0
1,0,-7,-7,-3460,-0.5999999999999996,-19,0,-1,0
1,0,1,-3,10,0.20000000000000018,-34,0,0,1
0,1,4,2,2207,0.6000000000000005,23,0,-1,1
1,1,-6,-8,-2310,-0.40000000000000036,-16,0,-1,0
1,0,3,5,1456,0.20000000000000018,10,0,1,1
0,0,-1,-5,1446,0.0,6,1,-1,1
1,1,-6,-14,-4561,-0.7999999999999998,-66,0,-1,0
1,0,2,-1,-612,0.0,-3,0,1,0
1,1,-3,-7,-1979,-0.39999999999999947,34,0,-1,0
0,0,4,7,1484,-0.20000000000000018,-13,0,0,0
1,0,5,5,3252,0.6000000000000005,24,0,-1,0
0,1,-3,-6,-1051,0.20000000000000018,0,0,1,0
0,1,-3,-12,-2018,-0.7999999999999998,40,0,1,0
0,0,1,1,1462,0.1999999999999993,42,0,0,0
0,1,-8,-13,-3401,-0.6000000000000005,-1,0,-1,-1
0,1,-4,-6,-1645,0.20000000000000018,-6,0,-1,0
1,0,1,1,929,0.6000000000000005,22,0,-1,1
1,1,-6,-9,-2450,-0.40000000000000036,-12,0,0,0
1,0,-2,0,-293,-0.40000000000000036,-2,0,-1,0
0,0,9,8,4545,1.2000000000000002,4,0,0,0
0,0,1,2,597,0.0,-5,0,1,1
0,0,2,5,1975,0.40000000000000036,1,0,0,0
1,1,6,6,1693,0.40000000000000036,-18,0,1,0
1,1,0,0,-985,0.0,-44,0,-1,1
0,0,9,7,7427,1.8000000000000007,102,1,1,1
0,0,2,0,1018,0.40000000000000036,2,0,-1,0
1,1,-3,-2,-1857,-0.7999999999999998,-8,0,1,0
1,1,-8,-4,-3438,-0.6000000000000005,-7,0,-1,0
1,0,1,1,1579,0.20000000000000018,-2,0,0,0
1,1,-4,-1,-3071,-0.40000000000000036,-39,-1,1,-1
1,0,2,7,1042,0.0,-2,0,0,0
0,0,5,7,1871,0.8000000000000007,-49,0,0,0
1,1,-1,-4,-546,0.20000000000000018,29,0,-1,0
1,0,0,-1,-528,-0.20000000000000018,-9,0,-1,0
1,1,-2,2,-1780,-0.40000000000000036,-39,0,0,-1
1,0,1,0,-387,0.0,13,0,1,0
1,1,-4,0,-2077,-0.6000000000000005,-38,0,-1,0
1,1,-5,-4,-1690,-0.6000000000000005,-23,0,0,0
0,0,-2,-2,-987,-0.6000000000000005,14,0,1,1
0,1,-8,-13,-2902,-0.40000000000000036,-6,0,-1,0
0,1,-6,-9,-2923,-0.39999999999999947,-23,0,-1,-1
1,0,1,1,1495,0.20000000000000018,-23,1,1,0
1,1,-8,-8,-4927,-1.1999999999999993,-25,0,-1,0
0,1,2,4,-18,-0.20000000000000018,-15,0,0,0
1,1,-4,-5,-1045,0.20000000000000018,33,0,-1,-1
1,0,-4,-4,-2212,-0.20000000000000018,-11,0,1,0
0,0,1,-2,1323,0.5999999999999996,-5,1,0,0
1,1,-1,-3,-220,0.20000000000000018,11,0,0,0
0,0,3,3,2086,0.40000000000000036,-2,0,-1,0
0,0,-1,-6,-828,-0.1999999999999993,5,0,0,0
0,0,7,6,4227,1.0,90,0,0,0
1,1,3,6,1177,0.0,-36,0,1,0
1,1,-1,-5,263,-0.20000000000000018,15,1,1,1
1,1,0,2,-816,0.0,-35,0,-1,0
0,0,1,0,1097,0.20000000000000018,14,0,1,0
0,0,2,2,1057,0.0,-17,0,-1,0
0,0,4,4,145,0.0,-7,0,1,1
0,1,5,7,3559,0.6000000000000005,42,0,0,1
1,1,-4,-4,-1726,0.0,-33,0,-1,0
0,1,-3,-3,-626,0.0,8,0,1,0
0,0,7,5,6529,0.7999999999999998,72,1,1,0
0,0,6,5,7370,1.4000000000000004,96,1,1,1
0,0,-1,0,-419,-0.20000000000000018,-10,0,1,-1
1,1,0,-2,-701,0.0,3,0,-1,0
0,0,7,9,4279,0.39999999999999947,-10,0,1,0
0,0,2,3,-164,0.20000000000000018,-39,0,1,-1
1,0,-1,5,-882,-0.5999999999999996,-63,0,1,0
1,1,-4,-4,-2283,-0.40000000000000036,-35,0,-1,0
0,1,0,0,-896,-0.20000000000000018,-8,0,1,0
1,0,-4,-5,-3312,-0.8000000000000007,-36,0,0,-1
1,1,-3,-10,-505,-0.20000000000000018,23,0,0,-1
1,1,-4,-5,-3388,-1.0,-57,0,1,0
0,0,3,3,1100,0.0,42,0,-1,0
1,0,-3,-10,-1995,-0.40000000000000036,-33,0,0,0
0,1,-4,-7,-1391,0.0,25,0,-1,0
1,0,-2,-4,-810,-0.20000000000000018,-8,0,0,0
1,1,-3,-10,-1769,-0.40000000000000036,30,0,-1,0
1,1,3,4,1165,0.0,1,0,1,1
1,1,-3,-10,-2564,0.0,-23,0,0,0
1,0,1,-8,479,0.0,-15,1,-1,1
1,0,-3,-3,-2118,-0.6000000000000005,-50,0,-1,0
1,0,-1,-2,-729,-0.20000000000000018,-10,0,0,0
1,0,-9,-5,-3719,-1.0,-45,0,-1,0
0,1,0,-4,-52,-0.20000000000000018,42,0,0,1
0,1,-1,-1,9,-0.20000000000000018,38,0,1,-1
0,0,1,2,523,-0.20000000000000018,-28,0,1,0
0,1,0,3,673,0.40000000000000036,1,0,1,0
0,1,0,-1,926,0.0,37,0,0,0
1,0,1,2,-400,-0.40000000000000036,-11,0,-1,0
0,0,3,5,1783,0.20000000000000018,19,0,-1,0
0,1,-1,-2,-1752,-0.7999999999999998,-18,0,0,0
0,1,6,8,3517,0.40000000000000036,26,0,1,0
0,1,0,-1,-680,0.0,-25,0,-1,0
0,0,6,3,3021,0.40000000000000036,23,0,1,1
0,0,-1,-6,-73,0.20000000000000018,0,0,1,1
1,0,4,8,1577,0.20000000000000018,-8,0,1,0
1,1,-3,-5,-2116,-0.20000000000000018,-11,0,0,-1
0,0,6,5,2575,0.40000000000000036,-13,0,-1,0
1,0,3,2,1886,0.40000000000000036,0,0,0,0
1,1,-9,-14,-4659,-0.7999999999999998,-38,0,-1,0
0,1,-2,-8,-862,-0.20000000000000018,47,0,-1,0
1,1,0,2,-360,-0.20000000000000018,-12,0,0,-1
0,0,-1,2,460,-0.20000000000000018,7,0,1,1
0,0,3,9,1790,0.20000000000000018,4,0,1,0
